FlightID,RouteCode,Origin,Destination,OriginCountry,DestinationCountry,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
F0811,DEL-LHR,Delhi,London,India,UK,2023-04-20,520,B787,250,157,7541024,5795823
F0812,DEL-BLR,Delhi,Bangalore,India,India,2024-02-07,145,B737,160,107,4060864,4014545
F0813,DEL-HYD,Delhi,Hyderabad,India,India,2023-12-13,115,A320,180,103,3621686,2594123
F0814,DEL-BLR,Delhi,Bangalore,India,India,2024-04-06,145,B737,160,138,6433698,6656732
F0815,BOM-GOA,Mumbai,Goa,India,India,2024-05-25,75,ATR72,72,36,1539252,1474102
F0816,DEL-LHR,Delhi,London,India,UK,2024-08-22,520,B787,250,186,7684404,7479833
F0817,BOM-GOA,Mumbai,Goa,India,India,2024-08-15,75,ATR72,72,47,771411,567946
F0818,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-05-31,280,A320,180,139,4925743,5136689
F0819,DEL-HYD,Delhi,Hyderabad,India,India,2023-10-08,115,A320,180,140,4265660,4434887
F0820,BOM-JFK,Mumbai,New York,India,USA,2023-05-17,910,B777,300,185,6484065,5906228
F0821,BOM-DXB,Mumbai,Dubai,India,UAE,2024-07-14,190,A321,200,140,6199060,5711839
F0822,DEL-HYD,Delhi,Hyderabad,India,India,2023-08-03,115,A320,180,169,4570267,4297485
F0823,BOM-GOA,Mumbai,Goa,India,India,2023-07-02,75,ATR72,72,68,2961536,2792755
F0824,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-04-29,280,A320,180,135,6054615,5256189
F0825,DEL-LHR,Delhi,London,India,UK,2024-06-30,520,B787,250,161,5744641,5646445
F0826,DEL-BLR,Delhi,Bangalore,India,India,2023-01-26,145,B737,160,128,2243072,1611810
F0827,BOM-DEL,Mumbai,Delhi,India,India,2023-07-24,120,A320,180,124,2299828,2401563
F0828,BOM-DXB,Mumbai,Dubai,India,UAE,2023-05-30,190,A321,200,107,2925594,2256804
F0829,BOM-DEL,Mumbai,Delhi,India,India,2024-01-03,120,A320,180,147,2163252,1980755
F0830,DEL-HYD,Delhi,Hyderabad,India,India,2024-07-28,115,A320,180,139,3276369,2879347
F0831,BOM-DXB,Mumbai,Dubai,India,UAE,2023-02-18,190,A321,200,148,4942904,4180699
F0832,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-07-19,280,A320,180,96,849504,815765
F0833,DEL-HYD,Delhi,Hyderabad,India,India,2024-03-29,115,A320,180,118,5845130,5533117
F0834,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-07-13,280,A320,180,167,3486125,3387298
F0835,DEL-HYD,Delhi,Hyderabad,India,India,2023-10-29,115,A320,180,147,2885169,3012718
F0836,DEL-BLR,Delhi,Bangalore,India,India,2023-07-11,145,B737,160,102,4250850,3153169
F0837,BOM-DEL,Mumbai,Delhi,India,India,2024-03-14,120,A320,180,125,5559625,4405913
F0838,BOM-GOA,Mumbai,Goa,India,India,2024-08-21,75,ATR72,72,52,435188,354981
F0839,BOM-GOA,Mumbai,Goa,India,India,2023-02-10,75,ATR72,72,45,1311435,1191973
F0840,BOM-DXB,Mumbai,Dubai,India,UAE,2024-05-17,190,A321,200,173,7621515,6290264
F0841,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-06-22,280,A320,180,118,2365900,2087225
F0842,BOM-GOA,Mumbai,Goa,India,India,2024-03-01,75,ATR72,72,70,3023650,2543482
F0843,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-08-15,280,A320,180,117,3480750,2839850
F0844,BOM-DXB,Mumbai,Dubai,India,UAE,2023-08-12,190,A321,200,196,9509724,8422521
F0845,BOM-DEL,Mumbai,Delhi,India,India,2023-04-28,120,A320,180,175,5368125,4595026
F0846,DEL-HYD,Delhi,Hyderabad,India,India,2023-02-10,115,A320,180,177,5138664,4282975
F0847,DEL-BLR,Delhi,Bangalore,India,India,2024-01-31,145,B737,160,112,4861248,4634672
F0848,BOM-DEL,Mumbai,Delhi,India,India,2024-06-13,120,A320,180,137,5713585,5604946
F0849,BOM-JFK,Mumbai,New York,India,USA,2024-05-13,910,B777,300,161,4415747,4479327
F0850,DEL-HYD,Delhi,Hyderabad,India,India,2023-11-25,115,A320,180,155,2076380,2142562
F0851,BOM-GOA,Mumbai,Goa,India,India,2024-07-04,75,ATR72,72,70,593600,545771
F0852,DEL-HYD,Delhi,Hyderabad,India,India,2023-08-07,115,A320,180,177,6336600,6288966
F0853,DEL-HYD,Delhi,Hyderabad,India,India,2024-07-04,115,A320,180,179,6537617,6055771
F0854,DEL-BLR,Delhi,Bangalore,India,India,2023-06-07,145,B737,160,83,3161885,3006648
F0855,BOM-DEL,Mumbai,Delhi,India,India,2023-03-31,120,A320,180,99,1144044,872101
F0856,BOM-DXB,Mumbai,Dubai,India,UAE,2024-07-25,190,A321,200,109,4979120,4917213
F0857,BOM-DXB,Mumbai,Dubai,India,UAE,2024-02-22,190,A321,200,149,5597036,5152497
F0858,DEL-LHR,Delhi,London,India,UK,2023-11-20,520,B787,250,127,4257802,3983831
F0859,BOM-DEL,Mumbai,Delhi,India,India,2023-03-06,120,A320,180,164,1801048,1702546
F0860,DEL-BLR,Delhi,Bangalore,India,India,2024-01-02,145,B737,160,144,2153520,1725923
F0861,BOM-DXB,Mumbai,Dubai,India,UAE,2023-03-30,190,A321,200,136,4988888,4158211
F0862,BOM-DEL,Mumbai,Delhi,India,India,2024-04-30,120,A320,180,110,4725710,3671654
F0863,DEL-LHR,Delhi,London,India,UK,2024-07-12,520,B787,250,162,8027424,6023991
F0864,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-01-12,280,A320,180,160,7100320,5321553
F0865,BOM-DEL,Mumbai,Delhi,India,India,2023-01-06,120,A320,180,163,7677626,6433302
F0866,DEL-BLR,Delhi,Bangalore,India,India,2023-11-09,145,B737,160,106,3236604,2505480
F0867,BOM-GOA,Mumbai,Goa,India,India,2023-06-14,75,ATR72,72,47,1056043,967240
F0868,BOM-DXB,Mumbai,Dubai,India,UAE,2023-07-18,190,A321,200,114,2266890,2119184
F0869,BOM-DEL,Mumbai,Delhi,India,India,2024-07-16,120,A320,180,149,6559278,4759416
F0870,DEL-BLR,Delhi,Bangalore,India,India,2023-09-14,145,B737,160,92,1926204,1837514
F0871,BOM-JFK,Mumbai,New York,India,USA,2023-12-05,910,B777,300,241,3952882,3695760
F0872,DEL-HYD,Delhi,Hyderabad,India,India,2023-04-13,115,A320,180,126,6123600,4436138
F0873,DEL-HYD,Delhi,Hyderabad,India,India,2023-11-22,115,A320,180,152,5705016,4649138
F0874,BOM-DXB,Mumbai,Dubai,India,UAE,2024-08-21,190,A321,200,119,5362616,4817783
F0875,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-03-14,280,A320,180,111,923076,747345
F0876,DEL-HYD,Delhi,Hyderabad,India,India,2024-03-22,115,A320,180,125,3944875,2946849
F0877,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-05-06,280,A320,180,149,5540714,4574189
F0878,BOM-DXB,Mumbai,Dubai,India,UAE,2024-05-13,190,A321,200,170,2572440,1958963
F0879,DEL-BLR,Delhi,Bangalore,India,India,2023-10-15,145,B737,160,97,4199906,3228682
F0880,DEL-BLR,Delhi,Bangalore,India,India,2023-03-19,145,B737,160,82,3381516,3114610
F0881,DEL-LHR,Delhi,London,India,UK,2023-08-06,520,B787,250,241,2506882,2238790
F0882,BOM-JFK,Mumbai,New York,India,USA,2023-06-02,910,B777,300,243,8194446,6376568
F0883,BOM-DXB,Mumbai,Dubai,India,UAE,2023-05-18,190,A321,200,159,6493719,5705668
F0884,DEL-LHR,Delhi,London,India,UK,2024-01-08,520,B787,250,189,1643166,1531327
F0885,BOM-GOA,Mumbai,Goa,India,India,2024-06-10,75,ATR72,72,44,1638692,1238405
F0886,BOM-GOA,Mumbai,Goa,India,India,2024-05-10,75,ATR72,72,58,617584,479607
F0887,BOM-JFK,Mumbai,New York,India,USA,2023-08-26,910,B777,300,166,4203784,3486207
F0888,BOM-DEL,Mumbai,Delhi,India,India,2023-07-31,120,A320,180,156,4941144,4129969
F0889,BOM-JFK,Mumbai,New York,India,USA,2023-02-17,910,B777,300,160,4678080,3443669
F0890,BOM-DXB,Mumbai,Dubai,India,UAE,2023-09-27,190,A321,200,174,7599276,6835974
F0891,DEL-LHR,Delhi,London,India,UK,2024-01-23,520,B787,250,171,7953894,7386525
F0892,DEL-BLR,Delhi,Bangalore,India,India,2024-06-13,145,B737,160,112,3658256,3806181
F0893,DEL-HYD,Delhi,Hyderabad,India,India,2024-06-12,115,A320,180,141,4388907,4327606
F0894,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-05-13,280,A320,180,151,7187147,5047599
F0895,BOM-GOA,Mumbai,Goa,India,India,2024-03-26,75,ATR72,72,46,1061312,771553
F0896,BOM-DXB,Mumbai,Dubai,India,UAE,2023-08-05,190,A321,200,119,2409631,1819452
F0897,DEL-BLR,Delhi,Bangalore,India,India,2023-08-24,145,B737,160,133,3942253,3753377
F0898,BOM-JFK,Mumbai,New York,India,USA,2024-05-05,910,B777,300,272,5931776,5378796
F0899,DEL-LHR,Delhi,London,India,UK,2023-01-23,520,B787,250,156,1689012,1257908
F0900,BOM-GOA,Mumbai,Goa,India,India,2023-05-18,75,ATR72,72,68,718624,727088
F0901,BOM-GOA,Mumbai,Goa,India,India,2023-02-27,75,ATR72,72,46,1146550,1172756
F0902,DEL-LHR,Delhi,London,India,UK,2024-07-31,520,B787,250,206,1899320,1913523
F0903,BOM-DXB,Mumbai,Dubai,India,UAE,2023-03-29,190,A321,200,127,4754626,4337569
F0904,BOM-JFK,Mumbai,New York,India,USA,2024-05-08,910,B777,300,193,4318568,4278091
F0905,BOM-GOA,Mumbai,Goa,India,India,2024-08-19,75,ATR72,72,47,2295574,2136897
F0906,BOM-DXB,Mumbai,Dubai,India,UAE,2023-06-21,190,A321,200,192,5847744,5981208
F0907,DEL-BLR,Delhi,Bangalore,India,India,2023-08-24,145,B737,160,128,4257408,3177195
F0908,BOM-DEL,Mumbai,Delhi,India,India,2023-07-27,120,A320,180,156,6404268,6016993
F0909,BOM-GOA,Mumbai,Goa,India,India,2023-04-09,75,ATR72,72,47,1841742,1870404
F0910,BOM-DEL,Mumbai,Delhi,India,India,2024-06-28,120,A320,180,154,2417954,1771432
F0911,BOM-GOA,Mumbai,Goa,India,India,2024-07-06,75,ATR72,72,36,1306008,1152833
F0912,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-02-14,280,A320,180,179,7647238,6501182
F0913,BOM-JFK,Mumbai,New York,India,USA,2024-01-26,910,B777,300,239,11138117,10933369
F0914,DEL-BLR,Delhi,Bangalore,India,India,2024-03-11,145,B737,160,97,2393960,2075561
F0915,DEL-HYD,Delhi,Hyderabad,India,India,2023-03-27,115,A320,180,126,5948334,5989188
F0916,DEL-LHR,Delhi,London,India,UK,2023-09-21,520,B787,250,149,1245342,1180835
F0917,BOM-DEL,Mumbai,Delhi,India,India,2024-08-14,120,A320,180,156,2452632,2163016
F0918,DEL-LHR,Delhi,London,India,UK,2023-07-30,520,B787,250,213,6113526,5154287
F0919,DEL-BLR,Delhi,Bangalore,India,India,2023-06-08,145,B737,160,134,6212508,4900248
F0920,DEL-LHR,Delhi,London,India,UK,2024-08-01,520,B787,250,171,8225100,6550849
F0921,DEL-LHR,Delhi,London,India,UK,2023-07-28,520,B787,250,177,7820214,7619437
F0922,BOM-JFK,Mumbai,New York,India,USA,2023-07-03,910,B777,300,244,10892160,9739976
F0923,BOM-DXB,Mumbai,Dubai,India,UAE,2023-11-11,190,A321,200,173,5288091,5134567
F0924,DEL-LHR,Delhi,London,India,UK,2023-05-22,520,B787,250,234,3698136,3556626
F0925,BOM-JFK,Mumbai,New York,India,USA,2023-06-15,910,B777,300,175,3859450,3388289
F0926,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-07-17,280,A320,180,168,1917048,1449783
F0927,BOM-DEL,Mumbai,Delhi,India,India,2023-04-04,120,A320,180,108,4202388,4303462
F0928,DEL-LHR,Delhi,London,India,UK,2023-04-01,520,B787,250,133,3357053,2610510
F0929,DEL-BLR,Delhi,Bangalore,India,India,2023-02-08,145,B737,160,129,4419024,4042911
F0930,BOM-DXB,Mumbai,Dubai,India,UAE,2023-02-28,190,A321,200,199,3877714,3583403
F0931,BOM-JFK,Mumbai,New York,India,USA,2023-01-11,910,B777,300,201,8433357,6747548
F0932,BOM-DEL,Mumbai,Delhi,India,India,2024-06-06,120,A320,180,156,3616392,3310143
F0933,BOM-DEL,Mumbai,Delhi,India,India,2024-01-04,120,A320,180,120,962160,1002066
F0934,DEL-BLR,Delhi,Bangalore,India,India,2023-10-10,145,B737,160,131,4079602,3811905
F0935,DEL-LHR,Delhi,London,India,UK,2024-08-23,520,B787,250,150,6289500,4436476
F0936,DEL-BLR,Delhi,Bangalore,India,India,2023-04-03,145,B737,160,150,3996600,3813350
F0937,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-12-22,280,A320,180,125,2853750,2603268
F0938,DEL-HYD,Delhi,Hyderabad,India,India,2024-04-10,115,A320,180,141,6440457,4518805
F0939,BOM-GOA,Mumbai,Goa,India,India,2024-02-21,75,ATR72,72,68,1018436,912030
F0940,BOM-DXB,Mumbai,Dubai,India,UAE,2023-12-15,190,A321,200,114,4746732,4912147
F0941,BOM-DXB,Mumbai,Dubai,India,UAE,2024-03-29,190,A321,200,148,6646236,5777376
F0942,DEL-HYD,Delhi,Hyderabad,India,India,2023-12-14,115,A320,180,148,5652564,5730475
F0943,BOM-DEL,Mumbai,Delhi,India,India,2024-05-08,120,A320,180,104,2589184,1873647
F0944,DEL-HYD,Delhi,Hyderabad,India,India,2023-08-24,115,A320,180,130,4553640,4710312
F0945,BOM-DEL,Mumbai,Delhi,India,India,2023-09-27,120,A320,180,121,3246067,2377917
F0946,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-03-19,280,A320,180,160,3151520,2731719
F0947,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-08-12,280,A320,180,163,4178342,3192146
F0948,DEL-HYD,Delhi,Hyderabad,India,India,2024-05-25,115,A320,180,115,2689965,2575372
F0949,BOM-DXB,Mumbai,Dubai,India,UAE,2023-07-31,190,A321,200,129,2746152,2724812
F0950,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-06-09,280,A320,180,103,1633168,1669205
F0951,BOM-JFK,Mumbai,New York,India,USA,2023-01-07,910,B777,300,288,3101472,3091558
F0952,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-11-19,280,A320,180,153,6984603,7013023
F0953,BOM-JFK,Mumbai,New York,India,USA,2023-07-07,910,B777,300,280,7382760,6196039
F0954,BOM-GOA,Mumbai,Goa,India,India,2023-02-25,75,ATR72,72,69,2465577,2138671
F0955,BOM-DEL,Mumbai,Delhi,India,India,2024-05-29,120,A320,180,134,4529468,4534631
F0956,BOM-GOA,Mumbai,Goa,India,India,2024-04-13,75,ATR72,72,43,1804323,1553566
F0957,BOM-DEL,Mumbai,Delhi,India,India,2023-01-13,120,A320,180,176,3838736,3196898
F0958,DEL-BLR,Delhi,Bangalore,India,India,2023-11-30,145,B737,160,126,6068034,6078014
F0959,BOM-GOA,Mumbai,Goa,India,India,2024-07-15,75,ATR72,72,52,1224132,972319
F0960,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-01-10,280,A320,180,113,4597631,3900538
F0961,DEL-LHR,Delhi,London,India,UK,2024-01-17,520,B787,250,171,5857263,4673336
F0962,BOM-GOA,Mumbai,Goa,India,India,2024-08-08,75,ATR72,72,44,2012604,1892057
F0963,DEL-BLR,Delhi,Bangalore,India,India,2023-10-04,145,B737,160,110,4883340,4157072
F0964,DEL-LHR,Delhi,London,India,UK,2023-07-20,520,B787,250,143,2545400,2203159
F0965,BOM-DEL,Mumbai,Delhi,India,India,2023-06-30,120,A320,180,143,5825963,4352373
F0966,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-05-13,280,A320,180,128,3129216,2806119
F0967,BOM-DEL,Mumbai,Delhi,India,India,2024-02-12,120,A320,180,102,1907808,1375553
F0968,BOM-DXB,Mumbai,Dubai,India,UAE,2024-05-02,190,A321,200,180,2575980,2208771
F0969,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-09-24,280,A320,180,136,4299368,3852760
F0970,BOM-DXB,Mumbai,Dubai,India,UAE,2023-12-19,190,A321,200,102,3568470,2649350
F0971,DEL-HYD,Delhi,Hyderabad,India,India,2024-08-13,115,A320,180,163,7055781,5370074
F0972,BOM-DXB,Mumbai,Dubai,India,UAE,2023-12-30,190,A321,200,141,5844732,5088557
F0973,BOM-JFK,Mumbai,New York,India,USA,2023-03-22,910,B777,300,247,11909599,9531052
F0974,BOM-GOA,Mumbai,Goa,India,India,2023-06-21,75,ATR72,72,57,2031708,1871092
F0975,DEL-LHR,Delhi,London,India,UK,2023-03-15,520,B787,250,135,2513160,2061467
F0976,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-11-21,280,A320,180,173,4687262,4446579
F0977,DEL-LHR,Delhi,London,India,UK,2023-10-05,520,B787,250,238,8843128,8607378
F0978,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-06-17,280,A320,180,147,5164257,3917405
F0979,BOM-DEL,Mumbai,Delhi,India,India,2023-05-09,120,A320,180,120,2938920,3024598
F0980,DEL-BLR,Delhi,Bangalore,India,India,2023-08-04,145,B737,160,101,3436020,2529093
F0981,DEL-BLR,Delhi,Bangalore,India,India,2024-04-29,145,B737,160,150,1729050,1226290
F0982,DEL-LHR,Delhi,London,India,UK,2024-06-20,520,B787,250,222,2987010,2199559
F0983,BOM-GOA,Mumbai,Goa,India,India,2023-03-28,75,ATR72,72,60,1696440,1323689
F0984,BOM-DXB,Mumbai,Dubai,India,UAE,2024-03-29,190,A321,200,180,2931120,2186460
F0985,BOM-GOA,Mumbai,Goa,India,India,2023-01-30,75,ATR72,72,38,1192630,1193976
F0986,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-05-02,280,A320,180,149,6470623,6646624
F0987,BOM-JFK,Mumbai,New York,India,USA,2023-05-19,910,B777,300,288,5645376,5119175
F0988,BOM-JFK,Mumbai,New York,India,USA,2024-07-31,910,B777,300,261,11041605,10201617
F0989,BOM-DXB,Mumbai,Dubai,India,UAE,2023-12-22,190,A321,200,161,6982087,5442501
F0990,DEL-BLR,Delhi,Bangalore,India,India,2024-03-28,145,B737,160,119,3804549,3212071
F0991,BOM-GOA,Mumbai,Goa,India,India,2023-11-07,75,ATR72,72,36,288216,254541
F0992,BOM-GOA,Mumbai,Goa,India,India,2023-12-19,75,ATR72,72,54,2092446,1856595
F0993,BOM-JFK,Mumbai,New York,India,USA,2024-05-03,910,B777,300,226,1943148,1881072
F0994,BOM-DXB,Mumbai,Dubai,India,UAE,2023-08-25,190,A321,200,100,4392700,3649346
F0995,DEL-LHR,Delhi,London,India,UK,2024-07-28,520,B787,250,180,6096600,4800850
F0996,DEL-LHR,Delhi,London,India,UK,2024-01-23,520,B787,250,153,3860802,2809595
F0997,DEL-HYD,Delhi,Hyderabad,India,India,2024-06-13,115,A320,180,168,4337088,3468095
F0998,BOM-DXB,Mumbai,Dubai,India,UAE,2024-02-27,190,A321,200,124,1548264,1182629
F0999,BOM-DXB,Mumbai,Dubai,India,UAE,2023-04-24,190,A321,200,181,6849221,6275292
F1000,BOM-DXB,Mumbai,Dubai,India,UAE,2024-05-18,190,A321,200,124,3597612,2542750
F1001,BOM-DEL,Mumbai,Delhi,India,India,2024-07-01,120,A320,180,92,1857020,1931888
F1002,BOM-DXB,Mumbai,Dubai,India,UAE,2023-10-03,190,A321,200,116,4260912,4066987
F1003,DEL-HYD,Delhi,Hyderabad,India,India,2023-04-03,115,A320,180,109,977185,852840
F1004,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-03-06,280,A320,180,129,5245398,5503929
F1005,BOM-JFK,Mumbai,New York,India,USA,2023-02-02,910,B777,300,234,3102138,3087375
F1006,BOM-GOA,Mumbai,Goa,India,India,2023-02-27,75,ATR72,72,53,1787001,1295548
F1007,BOM-JFK,Mumbai,New York,India,USA,2023-07-05,910,B777,300,199,4853411,4785646
F1008,BOM-DEL,Mumbai,Delhi,India,India,2023-05-05,120,A320,180,121,4019378,3898510
F1009,BOM-JFK,Mumbai,New York,India,USA,2023-09-11,910,B777,300,158,3326374,2864979
F1010,DEL-BLR,Delhi,Bangalore,India,India,2024-06-17,145,B737,160,106,4132622,3455669
F1011,BOM-DXB,Mumbai,Dubai,India,UAE,2023-11-27,190,A321,200,120,5907840,5641295
F1012,DEL-BLR,Delhi,Bangalore,India,India,2023-09-17,145,B737,160,141,7028286,5654850
F1013,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-02-23,280,A320,180,175,3897600,4056021
F1014,DEL-HYD,Delhi,Hyderabad,India,India,2024-03-20,115,A320,180,131,1177297,893069
F1015,BOM-DXB,Mumbai,Dubai,India,UAE,2024-08-21,190,A321,200,115,3902985,3810095
F1016,BOM-DEL,Mumbai,Delhi,India,India,2023-02-13,120,A320,180,164,6420108,6040951
F1017,BOM-GOA,Mumbai,Goa,India,India,2024-01-16,75,ATR72,72,41,996300,752400
F1018,DEL-BLR,Delhi,Bangalore,India,India,2023-12-13,145,B737,160,160,1909600,1376671
F1019,BOM-GOA,Mumbai,Goa,India,India,2024-07-03,75,ATR72,72,42,682332,594137
F1020,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-07-25,280,A320,180,172,5290892,5195306
F1021,BOM-JFK,Mumbai,New York,India,USA,2023-07-17,910,B777,300,155,5077335,4190622
F1022,BOM-GOA,Mumbai,Goa,India,India,2023-09-14,75,ATR72,72,38,1512552,1432869
F1023,BOM-DXB,Mumbai,Dubai,India,UAE,2024-07-09,190,A321,200,189,7582302,5811239
F1024,BOM-GOA,Mumbai,Goa,India,India,2024-07-10,75,ATR72,72,58,1694296,1620324
F1025,BOM-DXB,Mumbai,Dubai,India,UAE,2024-07-21,190,A321,200,120,1501560,1330229
F1026,BOM-JFK,Mumbai,New York,India,USA,2023-10-30,910,B777,300,217,9438198,7819447
F1027,BOM-DEL,Mumbai,Delhi,India,India,2024-06-02,120,A320,180,138,2781942,2807052
F1028,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-09-02,280,A320,180,131,1591781,1480995
F1029,DEL-LHR,Delhi,London,India,UK,2023-07-14,520,B787,250,192,7796544,7547108
F1030,BOM-GOA,Mumbai,Goa,India,India,2023-10-17,75,ATR72,72,56,1951936,1804206
F1031,DEL-BLR,Delhi,Bangalore,India,India,2023-04-09,145,B737,160,146,1805874,1291781
F1032,BOM-GOA,Mumbai,Goa,India,India,2023-07-02,75,ATR72,72,38,807234,595310
F1033,DEL-HYD,Delhi,Hyderabad,India,India,2023-04-12,115,A320,180,94,4269574,3947703
F1034,DEL-LHR,Delhi,London,India,UK,2024-05-16,520,B787,250,192,9387264,8875281
F1035,BOM-DXB,Mumbai,Dubai,India,UAE,2023-02-20,190,A321,200,146,3279890,2991534
F1036,DEL-BLR,Delhi,Bangalore,India,India,2023-01-14,145,B737,160,106,4261624,4367914
F1037,DEL-BLR,Delhi,Bangalore,India,India,2024-04-24,145,B737,160,87,2753811,2465506
F1038,DEL-LHR,Delhi,London,India,UK,2024-01-13,520,B787,250,226,2671320,2639998
F1039,BOM-DXB,Mumbai,Dubai,India,UAE,2024-06-25,190,A321,200,105,1324260,1313745
F1040,DEL-BLR,Delhi,Bangalore,India,India,2023-08-10,145,B737,160,146,2097144,1542300
F1041,DEL-HYD,Delhi,Hyderabad,India,India,2024-06-28,115,A320,180,139,2837824,2178290
F1042,DEL-HYD,Delhi,Hyderabad,India,India,2024-08-06,115,A320,180,170,3353080,3002509
F1043,DEL-LHR,Delhi,London,India,UK,2023-04-19,520,B787,250,223,11116996,10025276
F1044,BOM-JFK,Mumbai,New York,India,USA,2024-03-13,910,B777,300,176,3332032,3256599
F1045,DEL-LHR,Delhi,London,India,UK,2024-05-31,520,B787,250,168,3085488,2736411
F1046,BOM-JFK,Mumbai,New York,India,USA,2023-12-27,910,B777,300,230,10131500,10607802
F1047,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-01-16,280,A320,180,142,7029000,5979611
F1048,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-09-04,280,A320,180,162,7088796,5492929
F1049,BOM-DXB,Mumbai,Dubai,India,UAE,2024-01-04,190,A321,200,157,5860339,6070951
F1050,BOM-DEL,Mumbai,Delhi,India,India,2023-02-05,120,A320,180,126,5927418,4183013
F1051,BOM-GOA,Mumbai,Goa,India,India,2023-11-06,75,ATR72,72,36,996552,1040936
F1052,DEL-HYD,Delhi,Hyderabad,India,India,2023-11-19,115,A320,180,92,2399820,2451870
F1053,BOM-GOA,Mumbai,Goa,India,India,2023-04-07,75,ATR72,72,38,1450460,1195874
F1054,BOM-GOA,Mumbai,Goa,India,India,2023-09-29,75,ATR72,72,59,2722968,2144200
F1055,BOM-DXB,Mumbai,Dubai,India,UAE,2023-11-04,190,A321,200,111,5037957,4231528
F1056,DEL-HYD,Delhi,Hyderabad,India,India,2023-03-21,115,A320,180,131,5190613,3947543
F1057,DEL-BLR,Delhi,Bangalore,India,India,2023-11-04,145,B737,160,84,3844428,3204488
F1058,BOM-DEL,Mumbai,Delhi,India,India,2023-12-09,120,A320,180,134,4885908,4132415
F1059,DEL-BLR,Delhi,Bangalore,India,India,2023-08-21,145,B737,160,157,1373593,1266261
F1060,DEL-LHR,Delhi,London,India,UK,2023-02-25,520,B787,250,164,6947860,4963646
F1061,BOM-GOA,Mumbai,Goa,India,India,2023-12-01,75,ATR72,72,68,1527960,1151499
F1062,DEL-LHR,Delhi,London,India,UK,2024-04-01,520,B787,250,221,10387442,9362608
F1063,DEL-BLR,Delhi,Bangalore,India,India,2023-08-16,145,B737,160,135,3643785,3553524
F1064,BOM-GOA,Mumbai,Goa,India,India,2023-05-16,75,ATR72,72,57,764313,662314
F1065,BOM-DEL,Mumbai,Delhi,India,India,2024-07-15,120,A320,180,141,3554046,2593663
F1066,DEL-LHR,Delhi,London,India,UK,2023-05-14,520,B787,250,222,3738036,3245822
F1067,DEL-HYD,Delhi,Hyderabad,India,India,2024-05-14,115,A320,180,140,6361880,4889962
F1068,DEL-HYD,Delhi,Hyderabad,India,India,2023-09-06,115,A320,180,99,2519451,2448579
F1069,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-08-12,280,A320,180,101,1552774,1452017
F1070,DEL-LHR,Delhi,London,India,UK,2024-01-10,520,B787,250,169,3461627,2811735
F1071,BOM-DEL,Mumbai,Delhi,India,India,2023-11-09,120,A320,180,111,3432009,3142612
F1072,BOM-JFK,Mumbai,New York,India,USA,2023-05-30,910,B777,300,262,2866542,2933832
F1073,DEL-HYD,Delhi,Hyderabad,India,India,2023-07-24,115,A320,180,177,5752146,4340551
F1074,DEL-BLR,Delhi,Bangalore,India,India,2023-04-26,145,B737,160,86,2057808,2123923
F1075,BOM-GOA,Mumbai,Goa,India,India,2023-10-22,75,ATR72,72,36,1097856,1035089
F1076,DEL-BLR,Delhi,Bangalore,India,India,2023-11-09,145,B737,160,137,5326423,3770904
F1077,DEL-HYD,Delhi,Hyderabad,India,India,2024-07-04,115,A320,180,117,2498652,2226919
F1078,BOM-DXB,Mumbai,Dubai,India,UAE,2024-07-15,190,A321,200,161,7861791,7511731
F1079,BOM-GOA,Mumbai,Goa,India,India,2023-01-19,75,ATR72,72,60,2772420,2819867
F1080,BOM-DEL,Mumbai,Delhi,India,India,2023-09-19,120,A320,180,111,1325229,1059394
F1081,BOM-DXB,Mumbai,Dubai,India,UAE,2023-02-24,190,A321,200,159,1358814,982842
